timestamp,equipment_id,equipment_name,equipment_type,temperature,vibration,usage_hours,efficiency,maintenance_event,failure_indicator,failure_type,hour,day_of_week,month,is_weekend,health_score,risk_level,maintenance_recommendation
2025-12-13 12:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,61.4,0.02,1029.3,73.4,0,0.0,,12,5,12,1,90.3,Low,Normal operation
2025-12-13 13:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,68.7,0.0,1030.0,74.2,0,0.0,,13,5,12,1,88.5,Low,Normal operation
2025-12-13 14:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,63.7,0.105,1030.7,74.7,0,0.0,,14,5,12,1,87.2,Low,Normal operation
2025-12-13 15:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,60.0,0.248,1031.3,72.6,0,0.0,,15,5,12,1,80.5,Low,Normal operation
2025-12-13 16:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,63.4,0.025,1032.0,73.1,0,0.0,,16,5,12,1,90.0,Low,Normal operation
2025-12-13 17:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,64.9,0.0,1032.7,74.5,0,0.0,,17,5,12,1,91.5,Low,Normal operation
2025-12-13 18:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,65.1,0.022,1033.3,73.4,0,0.0,,18,5,12,1,90.1,Low,Normal operation
2025-12-13 19:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,69.9,0.0,1034.0,73.5,0,0.0,,19,5,12,1,87.3,Low,Normal operation
2025-12-13 20:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,64.0,0.008,1034.7,73.5,0,0.0,,20,5,12,1,90.8,Low,Normal operation
2025-12-13 21:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,70.1,0.101,1035.3,73.4,0,0.0,,21,5,12,1,82.9,Low,Normal operation
2025-12-13 22:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,73.9,0.131,1036.0,73.4,0,0.0,,22,5,12,1,78.7,Medium,Monitor closely
2025-12-13 23:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,67.2,0.255,1036.7,74.0,0,0.0,,23,5,12,1,79.0,Medium,Monitor closely
2025-12-14 00:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,60.0,0.195,1037.3,73.7,0,0.0,,0,6,12,1,83.1,Low,Normal operation
2025-12-14 01:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,64.1,0.045,1038.0,72.9,0,0.0,,1,6,12,1,89.1,Low,Normal operation
2025-12-14 02:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,65.8,0.321,1038.7,73.0,0,0.0,,2,6,12,1,77.0,Medium,Monitor closely
2025-12-14 03:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,67.0,0.233,1039.3,74.0,0,0.0,,3,6,12,1,80.1,Low,Normal operation
2025-12-14 04:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,64.5,0.0,1040.0,72.9,0,0.0,,4,6,12,1,91.0,Low,Normal operation
2025-12-14 05:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,61.8,0.294,1040.7,73.4,0,0.0,,5,6,12,1,78.9,Medium,Monitor closely
2025-12-14 06:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,60.1,0.095,1041.3,72.6,0,0.0,,6,6,12,1,86.9,Low,Normal operation
2025-12-14 07:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,59.3,0.003,1042.0,74.3,0,0.0,,7,6,12,1,91.3,Low,Normal operation
2025-12-14 08:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,62.7,0.231,1042.7,73.3,0,0.0,,8,6,12,1,81.5,Low,Normal operation
2025-12-14 09:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,54.3,0.223,1043.3,73.0,0,0.0,,9,6,12,1,81.7,Low,Normal operation
2025-12-14 10:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,65.4,0.0,1044.0,73.5,0,0.0,,10,6,12,1,90.9,Low,Normal operation
2025-12-14 11:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,63.0,0.053,1044.7,72.4,0,0.0,,11,6,12,1,88.6,Low,Normal operation
2025-12-14 12:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,57.6,0.203,1045.3,73.0,0,0.0,,12,6,12,1,82.5,Low,Normal operation
2025-12-14 13:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,68.0,0.171,1046.0,73.8,0,0.0,,13,6,12,1,81.8,Low,Normal operation
2025-12-14 14:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,63.7,0.0,1046.7,73.7,0,0.0,,14,6,12,1,91.2,Low,Normal operation
2025-12-14 15:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,61.8,0.085,1047.3,73.3,0,0.0,,15,6,12,1,87.6,Low,Normal operation
2025-12-14 16:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,68.9,0.113,1048.0,72.7,0,0.0,,16,6,12,1,83.1,Low,Normal operation
2025-12-14 17:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,70.4,0.086,1048.7,72.6,0,0.0,,17,6,12,1,83.0,Low,Normal operation
2025-12-14 18:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,70.7,0.049,1049.3,72.8,0,0.0,,18,6,12,1,84.4,Low,Normal operation
2025-12-14 19:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,61.1,0.298,1050.0,73.4,0,0.0,,19,6,12,1,78.7,Medium,Monitor closely
2025-12-14 20:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,69.5,0.198,1050.7,73.8,0,0.0,,20,6,12,1,79.5,Medium,Monitor closely
2025-12-14 21:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,72.4,0.341,1051.3,73.5,0,0.0,,21,6,12,1,71.2,Medium,Monitor closely
2025-12-14 22:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,62.2,0.131,1052.0,72.4,0,0.0,,22,6,12,1,85.3,Low,Normal operation
2025-12-14 23:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,68.8,0.0,1052.7,72.8,0,0.0,,23,6,12,1,88.0,Low,Normal operation
2025-12-15 00:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,55.4,0.1,1053.3,72.1,0,0.0,,0,0,12,0,86.5,Low,Normal operation
2025-12-15 01:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,68.6,0.037,1054.0,72.8,0,0.0,,1,0,12,0,86.6,Low,Normal operation
2025-12-15 02:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,72.2,0.184,1054.7,72.5,0,0.0,,2,0,12,0,77.5,Medium,Monitor closely
2025-12-15 03:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,70.7,0.033,1055.3,71.4,0,0.0,,3,0,12,0,84.6,Low,Normal operation
2025-12-15 04:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,60.3,0.0,1056.0,72.7,0,0.0,,4,0,12,0,90.9,Low,Normal operation
2025-12-15 05:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,58.7,0.278,1056.7,73.0,0,0.0,,5,0,12,0,79.4,Medium,Monitor closely
2025-12-15 06:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,57.5,0.141,1057.3,72.5,0,0.0,,6,0,12,0,85.0,Low,Normal operation
2025-12-15 07:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,62.2,0.169,1058.0,73.3,0,0.0,,7,0,12,0,84.1,Low,Normal operation
2025-12-15 08:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,62.4,0.16,1058.7,72.6,0,0.0,,8,0,12,0,84.2,Low,Normal operation
2025-12-15 09:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,59.4,0.119,1059.3,72.6,0,0.0,,9,0,12,0,85.9,Low,Normal operation
2025-12-15 10:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,64.5,0.164,1060.0,72.5,0,0.0,,10,0,12,0,84.0,Low,Normal operation
2025-12-15 11:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,63.1,0.178,1060.7,72.4,0,0.0,,11,0,12,0,83.4,Low,Normal operation
2025-12-15 12:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,73.2,0.317,1061.3,72.7,0,0.0,,12,0,12,0,71.3,Medium,Monitor closely
2025-12-15 13:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,64.0,0.08,1062.0,72.7,0,0.0,,13,0,12,0,87.6,Low,Normal operation
2025-12-15 14:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,65.3,0.123,1062.7,72.2,0,0.0,,14,0,12,0,85.4,Low,Normal operation
2025-12-15 15:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,70.5,0.076,1063.3,72.8,0,0.0,,15,0,12,0,83.5,Low,Normal operation
2025-12-15 16:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,72.5,0.069,1064.0,73.1,0,0.0,,16,0,12,0,82.3,Low,Normal operation
2025-12-15 17:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,63.0,0.101,1064.7,72.1,0,0.0,,17,0,12,0,86.5,Low,Normal operation
2025-12-15 18:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,67.2,0.026,1065.3,72.9,0,0.0,,18,0,12,0,88.2,Low,Normal operation
2025-12-15 19:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,67.5,0.075,1066.0,72.5,0,0.0,,19,0,12,0,85.7,Low,Normal operation
2025-12-15 20:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,61.9,0.146,1066.7,71.8,0,0.0,,20,0,12,0,84.5,Low,Normal operation
2025-12-15 21:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,68.6,0.107,1067.3,72.7,0,0.0,,21,0,12,0,83.6,Low,Normal operation
2025-12-15 22:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,67.6,0.037,1068.0,72.1,0,0.0,,22,0,12,0,87.1,Low,Normal operation
2025-12-15 23:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,60.8,0.118,1068.7,72.9,0,0.0,,23,0,12,0,86.0,Low,Normal operation
2025-12-16 00:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,68.8,0.104,1069.3,71.9,0,0.0,,0,1,12,0,83.3,Low,Normal operation
2025-12-16 01:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,64.1,0.071,1070.0,72.1,0,0.0,,1,1,12,0,87.7,Low,Normal operation
2025-12-16 02:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,74.2,0.118,1070.7,72.8,0,0.0,,2,1,12,0,78.8,Medium,Monitor closely
2025-12-16 03:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,68.6,0.196,1071.3,72.1,0,0.0,,3,1,12,0,79.7,Medium,Monitor closely
2025-12-16 04:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,68.5,0.0,1072.0,72.5,0,0.0,,4,1,12,0,88.1,Low,Normal operation
2025-12-16 05:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,63.6,0.024,1072.7,72.1,0,0.0,,5,1,12,0,89.7,Low,Normal operation
2025-12-16 06:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,63.4,0.029,1073.3,72.2,0,0.0,,6,1,12,0,89.5,Low,Normal operation
2025-12-16 07:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,68.9,0.002,1074.0,72.1,0,0.0,,7,1,12,0,87.6,Low,Normal operation
2025-12-16 08:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,69.7,0.149,1074.7,72.4,0,0.0,,8,1,12,0,80.9,Low,Normal operation
2025-12-16 09:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,57.3,0.38,1075.3,72.8,0,0.0,,9,1,12,0,75.1,Medium,Monitor closely
2025-12-16 10:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,66.2,0.045,1076.0,72.6,0,0.0,,10,1,12,0,88.1,Low,Normal operation
2025-12-16 11:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,61.7,0.224,1076.7,72.6,0,0.0,,11,1,12,0,81.5,Low,Normal operation
2025-12-16 12:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,69.1,0.037,1077.3,72.2,0,0.0,,12,1,12,0,86.0,Low,Normal operation
2025-12-16 13:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,57.3,0.145,1078.0,72.2,0,0.0,,13,1,12,0,84.7,Low,Normal operation
2025-12-16 14:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,66.0,0.0,1078.7,72.1,0,0.0,,14,1,12,0,89.9,Low,Normal operation
2025-12-16 15:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,72.1,0.149,1079.3,70.9,0,0.0,,15,1,12,0,78.5,Medium,Monitor closely
2025-12-16 16:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,68.1,0.271,1080.0,71.4,0,0.0,,16,1,12,0,76.7,Medium,Monitor closely
2025-12-16 17:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,62.9,0.028,1080.7,70.8,0,0.0,,17,1,12,0,89.1,Low,Normal operation
2025-12-16 18:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,66.2,0.01,1081.3,71.9,0,0.0,,18,1,12,0,89.3,Low,Normal operation
2025-12-16 19:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,68.8,0.107,1082.0,72.4,0,0.0,,19,1,12,0,83.4,Low,Normal operation
2025-12-16 20:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,74.2,0.186,1082.7,70.8,0,0.0,,20,1,12,0,75.3,Medium,Monitor closely
2025-12-16 21:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,69.9,0.0,1083.3,71.2,0,0.0,,21,1,12,0,86.6,Low,Normal operation
2025-12-16 22:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,68.0,0.036,1084.0,71.4,0,0.0,,22,1,12,0,86.6,Low,Normal operation
2025-12-16 23:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,68.7,0.0,1084.7,71.8,0,0.0,,23,1,12,0,87.7,Low,Normal operation
2025-12-17 00:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,68.6,0.0,1085.3,71.1,0,0.0,,0,2,12,0,87.5,Low,Normal operation
2025-12-17 01:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,71.4,0.139,1086.0,71.3,0,0.0,,1,2,12,0,79.6,Medium,Monitor closely
2025-12-17 02:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,54.0,0.177,1086.7,71.2,0,0.0,,2,2,12,0,83.0,Low,Normal operation
2025-12-17 03:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,69.7,0.032,1087.3,71.8,0,0.0,,3,2,12,0,85.6,Low,Normal operation
2025-12-17 04:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,70.2,0.129,1088.0,70.9,0,0.0,,4,2,12,0,80.8,Low,Normal operation
2025-12-17 05:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,60.4,0.083,1088.7,70.9,0,0.0,,5,2,12,0,86.8,Low,Normal operation
2025-12-17 06:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,67.4,0.0,1089.3,71.8,0,0.0,,6,2,12,0,88.7,Low,Normal operation
2025-12-17 07:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,56.7,0.0,1090.0,71.4,0,0.0,,7,2,12,0,90.5,Low,Normal operation
2025-12-17 08:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,61.6,0.12,1090.7,71.6,0,0.0,,8,2,12,0,85.5,Low,Normal operation
2025-12-17 09:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,59.4,0.078,1091.3,71.4,0,0.0,,9,2,12,0,87.2,Low,Normal operation
2025-12-17 10:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,67.8,0.118,1092.0,71.5,0,0.0,,10,2,12,0,83.4,Low,Normal operation
2025-12-17 11:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,63.3,0.034,1092.7,71.5,0,0.0,,11,2,12,0,89.1,Low,Normal operation
2025-12-17 12:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,59.9,0.39,1093.3,71.5,0,0.0,,12,2,12,0,74.2,Medium,Monitor closely
2025-12-17 13:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,67.9,0.179,1094.0,71.3,0,0.0,,13,2,12,0,80.7,Low,Normal operation
2025-12-17 14:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,69.2,0.0,1094.7,70.4,0,0.0,,14,2,12,0,86.8,Low,Normal operation
2025-12-17 15:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,66.4,0.086,1095.3,70.3,0,0.0,,15,2,12,0,85.4,Low,Normal operation
2025-12-17 16:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,67.9,0.112,1096.0,72.1,0,0.0,,16,2,12,0,83.8,Low,Normal operation
2025-12-17 17:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,60.3,0.069,1096.7,71.0,0,0.0,,17,2,12,0,87.5,Low,Normal operation
2025-12-17 18:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,61.8,0.111,1097.3,70.9,0,0.0,,18,2,12,0,85.7,Low,Normal operation
2025-12-17 19:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,65.6,0.215,1098.0,69.7,0,0.0,,19,2,12,0,80.5,Low,Normal operation
2025-12-17 20:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,69.3,0.161,1098.7,71.1,0,0.0,,20,2,12,0,80.3,Low,Normal operation
2025-12-17 21:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,73.7,0.075,1099.3,70.9,0,0.0,,21,2,12,0,80.4,Low,Normal operation
2025-12-17 22:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,58.8,0.066,1100.0,70.9,0,0.0,,22,2,12,0,87.5,Low,Normal operation
2025-12-17 23:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,58.2,0.08,1100.7,71.0,0,0.0,,23,2,12,0,87.0,Low,Normal operation
2025-12-18 00:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,62.1,0.181,1101.3,71.0,0,0.0,,0,3,12,0,82.8,Low,Normal operation
2025-12-18 01:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,64.5,0.125,1102.0,70.9,0,0.0,,1,3,12,0,85.1,Low,Normal operation
2025-12-18 02:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,72.2,0.0,1102.7,71.7,0,0.0,,2,3,12,0,84.9,Low,Normal operation
2025-12-18 03:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,63.7,0.0,1103.3,71.1,0,0.0,,3,3,12,0,90.4,Low,Normal operation
2025-12-18 04:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,58.1,0.162,1104.0,71.7,0,0.0,,4,3,12,0,83.8,Low,Normal operation
2025-12-18 05:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,59.8,0.0,1104.7,70.9,0,0.0,,5,3,12,0,90.3,Low,Normal operation
2025-12-18 06:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,65.9,0.334,1105.3,71.2,0,0.0,,6,3,12,0,75.8,Medium,Monitor closely
2025-12-18 07:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,60.1,0.155,1106.0,69.7,0,0.0,,7,3,12,0,83.4,Low,Normal operation
2025-12-18 08:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,66.5,0.222,1106.7,70.3,0,0.0,,8,3,12,0,79.7,Medium,Monitor closely
2025-12-18 09:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,60.6,0.16,1107.3,70.7,0,0.0,,9,3,12,0,83.6,Low,Normal operation
2025-12-18 10:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,65.2,0.215,1108.0,69.7,0,0.0,,10,3,12,0,80.8,Low,Normal operation
2025-12-18 11:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,60.7,0.146,1108.7,70.1,0,0.0,,11,3,12,0,84.0,Low,Normal operation
2025-12-18 12:56:19.348170,HVAC-001,HVAC System - Building A,HVAC,53.4,0.142,1109.3,70.9,0,0.0,,12,3,12,0,84.4,Low,Normal operation
